288,1327388,146,203309
Alabama,AL,7,7146
Connecticut,CT,8,16417
Delaware,DE,3,4194
Georgia,GA,11,10376
Illinois,IL,5,10741
Louisiana,LA,5,3169
Maryland,MD,10,19159
Massachusetts,MA,14,30295
Mississippi,MS,4,2876
Missouri,MO,4,2597
North Carolina,NC,15,14900
Rhode Island,RI,4,2469
South Carolina,SC,11,25350
Tennessee,TN,15,14713
Vermont,VT,7,16065
Virginia,VA,23,22842
