303,4812082,152,841545
Alabama,AL,9,45062
Arkansas,AR,4,27077
Delaware,DE,3,8058
Florida,FL,3,6651
Georgia,GA,10,53359
Kentucky,KY,12,73109
Louisiana,LA,6,25256
Maine,ME,8,50460
Maryland,MD,8,46252
Massachusetts,MA,13,84775
Minnesota,MN,4,17394
Mississippi,MS,7,34548
New Hampshire,NH,5,32972
New Jersey,NJ,7,60608
North Carolina,NC,10,48357
Oregon,OR,3,7380
Rhode Island,RI,4,9976
Tennessee,TN,12,73054
Texas,TX,4,31428
Vermont,VT,5,22323
Virginia,VA,15,83446
